job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,salario_por_ano_experiencia,tipo_trabalho,nivel_experiencia_label
AI01669,NLP Engineer,85600,USD,EN,FT,Sweden,L,Singapore,100,"Statistics, Hadoop, GCP",Associate,1,Telecommunications,2024-12-02,2025-01-05,704,9.9,Predictive Systems,85600.0,Remoto,Iniciante
AI01670,Data Scientist,137908,USD,SE,FL,Singapore,M,Singapore,0,"TensorFlow, Docker, GCP",PhD,7,Automotive,2025-01-15,2025-02-13,2286,5.0,DeepTech Ventures,19701.14285714286,Presencial,Sênior
AI01671,ML Ops Engineer,76495,USD,EN,CT,Canada,L,China,0,"Python, TensorFlow, Statistics, Deep Learning, Data Visualization",Bachelor,0,Gaming,2024-10-02,2024-11-06,1242,9.4,Future Systems,,Presencial,Iniciante
AI01672,Robotics Engineer,244496,USD,EX,CT,Denmark,S,Denmark,100,"GCP, Linux, Computer Vision, Tableau",Master,19,Telecommunications,2024-07-08,2024-08-24,1427,9.3,Smart Analytics,12868.21052631579,Remoto,Executivo
AI01673,Data Scientist,54272,USD,EN,FL,South Korea,L,South Korea,100,"Spark, Hadoop, SQL, Git, Docker",Associate,0,Consulting,2024-06-08,2024-07-08,1647,5.3,Digital Transformation LLC,,Remoto,Iniciante
AI01674,AI Architect,135021,USD,SE,PT,Australia,S,Australia,100,"Linux, SQL, Computer Vision",Master,7,Automotive,2025-02-28,2025-04-11,603,6.6,AI Innovations,19288.714285714286,Remoto,Sênior
AI01675,Head of AI,187375,USD,EX,CT,United States,L,Australia,50,"Java, Data Visualization, MLOps",PhD,11,Real Estate,2025-01-19,2025-02-16,2419,6.1,Neural Networks Co,17034.090909090908,Híbrido,Executivo
AI01676,Robotics Engineer,42507,USD,EN,FL,China,M,China,0,"TensorFlow, SQL, Tableau, NLP, AWS",Master,0,Transportation,2024-04-16,2024-06-13,961,5.9,Algorithmic Solutions,,Presencial,Iniciante
AI01677,Research Scientist,170335,EUR,SE,FL,Netherlands,L,Canada,50,"PyTorch, Linux, Java",Bachelor,5,Technology,2024-03-01,2024-04-29,2485,7.8,Neural Networks Co,34067.0,Híbrido,Sênior
AI01678,Autonomous Systems Engineer,55655,EUR,EN,FT,France,L,France,100,"MLOps, PyTorch, Azure",Associate,1,Manufacturing,2024-08-29,2024-11-06,912,6.4,Machine Intelligence Group,55655.0,Remoto,Iniciante
AI01679,Data Analyst,238792,USD,EX,PT,Norway,M,Norway,100,"R, Azure, PyTorch",PhD,19,Manufacturing,2024-04-27,2024-06-11,1627,8.0,DataVision Ltd,12568.0,Remoto,Executivo
AI01680,Data Scientist,116016,USD,SE,PT,United States,S,United States,100,"Spark, Azure, Data Visualization, Scala, Statistics",Bachelor,7,Retail,2024-05-02,2024-07-06,943,6.3,Cloud AI Solutions,16573.714285714286,Remoto,Sênior
AI01681,Principal Data Scientist,96466,USD,MI,CT,United States,S,United States,0,"Scala, Deep Learning, MLOps, Linux, Tableau",PhD,2,Government,2024-12-16,2025-01-24,1915,6.2,Cognitive Computing,48233.0,Presencial,Pleno
AI01682,AI Research Scientist,82013,USD,EN,PT,Denmark,M,United Kingdom,0,"Java, Python, TensorFlow, AWS",Bachelor,0,Education,2024-12-13,2024-12-31,1436,8.3,DeepTech Ventures,,Presencial,Iniciante
AI01683,Robotics Engineer,226504,USD,EX,FT,Australia,S,Australia,100,"PyTorch, Scala, Data Visualization, GCP",Associate,18,Healthcare,2024-12-08,2025-01-09,993,5.8,Machine Intelligence Group,12583.555555555555,Remoto,Executivo
AI01684,Autonomous Systems Engineer,186222,USD,EX,CT,Australia,S,Finland,100,"Linux, Data Visualization, Java",Associate,15,Media,2024-03-17,2024-05-09,1023,6.0,Cognitive Computing,12414.8,Remoto,Executivo
AI01685,Data Scientist,86278,USD,SE,CT,Israel,L,Austria,0,"Kubernetes, Linux, TensorFlow, Azure, Scala",Associate,9,Manufacturing,2024-01-28,2024-03-25,2421,5.5,Neural Networks Co,9586.444444444445,Presencial,Sênior
AI01686,ML Ops Engineer,80482,USD,MI,FL,Canada,L,Canada,100,"AWS, NLP, R, Computer Vision, Spark",Master,4,Transportation,2025-01-14,2025-03-11,1253,5.4,Predictive Systems,20120.5,Remoto,Pleno
AI01687,AI Architect,58030,USD,EN,CT,Israel,L,Israel,100,"PyTorch, Java, Kubernetes, Statistics, MLOps",Associate,0,Technology,2024-01-22,2024-02-16,847,8.2,Future Systems,,Remoto,Iniciante
AI01688,AI Software Engineer,64989,USD,MI,FL,Austria,M,Austria,50,"Kubernetes, Statistics, NLP",PhD,4,Media,2024-08-28,2024-11-05,2054,8.8,Cloud AI Solutions,16247.25,Híbrido,Pleno
AI01689,AI Product Manager,106727,GBP,SE,FT,United Kingdom,S,United Kingdom,100,"Hadoop, Data Visualization, SQL, Statistics, NLP",Master,6,Telecommunications,2024-08-19,2024-09-08,2199,9.0,Autonomous Tech,17787.833333333332,Remoto,Sênior
AI01690,Machine Learning Researcher,122715,EUR,SE,FL,Germany,M,Germany,0,"PyTorch, Git, Kubernetes, Spark",Master,8,Real Estate,2025-02-11,2025-04-22,1137,8.9,Quantum Computing Inc,15339.375,Presencial,Sênior
AI01691,AI Consultant,103881,USD,MI,FL,Canada,L,Canada,100,"Python, Java, Data Visualization, Tableau, MLOps",PhD,4,Healthcare,2025-04-16,2025-05-20,1383,9.9,DeepTech Ventures,25970.25,Remoto,Pleno
AI01692,Machine Learning Researcher,151875,USD,EX,FL,Japan,S,Japan,50,"GCP, Spark, Computer Vision, NLP, Tableau",Master,13,Gaming,2025-02-22,2025-04-19,2316,8.7,DataVision Ltd,11682.692307692309,Híbrido,Executivo
AI01693,Machine Learning Engineer,45978,USD,MI,FL,South Korea,S,United Kingdom,0,"Azure, Python, Data Visualization, TensorFlow, NLP",Bachelor,2,Healthcare,2024-11-27,2025-01-30,1152,6.5,DataVision Ltd,22989.0,Presencial,Pleno
AI01694,Research Scientist,331854,USD,EX,FT,Denmark,L,Denmark,50,"Hadoop, Python, TensorFlow, Scala, Java",PhD,18,Technology,2024-03-15,2024-04-17,1191,7.3,Quantum Computing Inc,18436.333333333332,Híbrido,Executivo
AI01695,Head of AI,46318,EUR,EN,FL,Germany,S,United States,50,"R, Mathematics, Computer Vision, Docker",PhD,1,Telecommunications,2024-09-14,2024-10-15,1760,9.6,DataVision Ltd,46318.0,Híbrido,Iniciante
AI01696,AI Architect,53136,USD,MI,PT,Japan,S,Japan,100,"Python, Spark, NLP, R",Master,3,Technology,2024-02-09,2024-03-15,748,5.7,AI Innovations,17712.0,Remoto,Pleno
AI01697,Data Analyst,75085,USD,MI,FT,Canada,S,Canada,0,"Deep Learning, Kubernetes, Spark, Scala",Associate,2,Energy,2024-11-06,2024-12-10,992,9.3,Digital Transformation LLC,37542.5,Presencial,Pleno
AI01698,AI Architect,240150,USD,EX,FL,United States,M,France,50,"PyTorch, TensorFlow, Deep Learning, Tableau, GCP",Associate,11,Gaming,2024-04-20,2024-05-09,1686,7.2,Cloud AI Solutions,21831.81818181818,Híbrido,Executivo
AI01699,Machine Learning Researcher,59646,USD,MI,FL,Japan,S,Japan,50,"AWS, Hadoop, Deep Learning, Python, MLOps",Associate,2,Government,2024-02-28,2024-04-07,534,5.1,Quantum Computing Inc,29823.0,Híbrido,Pleno
AI01700,AI Product Manager,60749,GBP,EN,CT,United Kingdom,M,Germany,0,"Data Visualization, SQL, Statistics, Scala",Master,1,Real Estate,2025-03-05,2025-04-30,1958,7.0,Cognitive Computing,60749.0,Presencial,Iniciante
AI01701,Autonomous Systems Engineer,141332,USD,SE,CT,Singapore,L,Singapore,50,"Data Visualization, Kubernetes, SQL, Hadoop, Linux",Master,6,Education,2024-10-13,2024-12-21,1286,7.0,DataVision Ltd,23555.333333333332,Híbrido,Sênior
AI01702,Principal Data Scientist,219041,EUR,EX,FT,Germany,M,Germany,100,"Tableau, R, Python, Mathematics, NLP",Bachelor,12,Manufacturing,2025-01-17,2025-02-10,2313,7.1,Future Systems,18253.416666666668,Remoto,Executivo
AI01703,Autonomous Systems Engineer,163357,USD,EX,FL,Israel,M,Israel,50,"Data Visualization, Docker, SQL, GCP, Java",Bachelor,18,Transportation,2024-01-18,2024-03-18,2302,8.6,Advanced Robotics,9075.388888888889,Híbrido,Executivo
AI01704,AI Research Scientist,208210,USD,EX,FL,Singapore,S,Singapore,50,"TensorFlow, Computer Vision, NLP, Deep Learning",Master,11,Consulting,2024-04-23,2024-06-02,2259,9.7,AI Innovations,18928.18181818182,Híbrido,Executivo
AI01705,Data Scientist,55931,GBP,EN,PT,United Kingdom,M,United Kingdom,100,"Python, TensorFlow, AWS, Scala, Hadoop",PhD,0,Government,2024-01-01,2024-02-06,2063,7.1,Future Systems,,Remoto,Iniciante
AI01706,Data Analyst,109982,USD,SE,PT,Sweden,S,Sweden,100,"R, SQL, GCP, Spark, Python",PhD,6,Energy,2024-06-21,2024-08-23,619,7.3,Digital Transformation LLC,18330.333333333332,Remoto,Sênior
AI01707,Computer Vision Engineer,76903,USD,MI,PT,Singapore,S,Singapore,0,"Data Visualization, Python, Linux, GCP",PhD,3,Media,2024-06-28,2024-08-16,582,8.0,Cognitive Computing,25634.333333333332,Presencial,Pleno
AI01708,Principal Data Scientist,47803,USD,MI,PT,Ireland,S,Singapore,0,"Tableau, Linux, Azure, Data Visualization, Java",Master,2,Retail,2024-12-02,2024-12-23,884,8.9,AI Innovations,23901.5,Presencial,Pleno
AI01709,Data Scientist,75735,USD,SE,CT,India,M,India,0,"GCP, Docker, AWS, Java, Statistics",Master,9,Transportation,2024-04-09,2024-06-07,1526,6.0,TechCorp Inc,8415.0,Presencial,Sênior
AI01710,Principal Data Scientist,55795,USD,EN,FL,India,L,India,50,"Kubernetes, Git, GCP, Python",Associate,0,Automotive,2024-12-11,2024-12-26,1093,9.0,Cloud AI Solutions,,Híbrido,Iniciante
AI01711,Principal Data Scientist,159718,EUR,EX,CT,France,M,France,100,"SQL, Computer Vision, Deep Learning",Master,12,Energy,2024-10-08,2024-11-17,1992,5.5,Predictive Systems,13309.833333333334,Remoto,Executivo
AI01712,Robotics Engineer,107810,USD,SE,FL,China,L,Denmark,100,"PyTorch, TensorFlow, GCP, Spark, AWS",Master,9,Energy,2024-07-24,2024-08-30,2448,7.7,Algorithmic Solutions,11978.888888888889,Remoto,Sênior
AI01713,AI Product Manager,100402,EUR,SE,FT,Germany,S,United Kingdom,50,"Azure, Kubernetes, Mathematics, Docker, Tableau",PhD,6,Media,2024-02-05,2024-04-10,1440,7.6,Cognitive Computing,16733.666666666668,Híbrido,Sênior
AI01714,ML Ops Engineer,161115,USD,EX,FL,Finland,M,Finland,0,"Mathematics, MLOps, GCP, R",Bachelor,13,Government,2024-12-13,2025-01-18,955,9.7,AI Innovations,12393.461538461539,Presencial,Executivo
AI01715,Data Engineer,110941,USD,MI,CT,United States,L,United States,0,"GCP, Spark, Azure, Python",Associate,4,Telecommunications,2024-04-26,2024-06-02,2209,5.9,Quantum Computing Inc,27735.25,Presencial,Pleno
AI01716,AI Specialist,66037,USD,MI,FL,South Korea,M,South Korea,50,"MLOps, R, Data Visualization, Scala, Docker",Bachelor,2,Automotive,2025-02-01,2025-03-19,1571,8.5,Algorithmic Solutions,33018.5,Híbrido,Pleno
AI01717,Principal Data Scientist,270252,EUR,EX,FT,Germany,L,India,50,"TensorFlow, Git, MLOps, Tableau",PhD,12,Real Estate,2025-03-06,2025-04-06,1662,5.4,Neural Networks Co,22521.0,Híbrido,Executivo
AI01718,Data Analyst,131112,EUR,SE,FL,Netherlands,M,Netherlands,50,"TensorFlow, SQL, NLP",Bachelor,5,Real Estate,2024-12-31,2025-03-14,779,5.1,Cloud AI Solutions,26222.4,Híbrido,Sênior
AI01719,Research Scientist,185695,GBP,EX,FL,United Kingdom,M,Israel,50,"Spark, Python, TensorFlow, Docker",PhD,13,Education,2025-02-09,2025-04-11,610,8.4,DataVision Ltd,14284.23076923077,Híbrido,Executivo
AI01720,Research Scientist,53572,USD,EN,CT,Canada,M,Canada,0,"Kubernetes, Computer Vision, Python",Master,1,Real Estate,2024-11-11,2025-01-06,1526,6.2,Digital Transformation LLC,53572.0,Presencial,Iniciante
AI01721,Research Scientist,142646,GBP,SE,FT,United Kingdom,S,France,0,"PyTorch, SQL, Azure, R",Bachelor,9,Energy,2024-12-16,2025-02-16,1309,6.7,Machine Intelligence Group,15849.555555555555,Presencial,Sênior
AI01722,AI Specialist,127125,USD,EX,PT,Japan,M,Australia,0,"Tableau, SQL, PyTorch, Deep Learning, Git",Bachelor,10,Telecommunications,2025-01-21,2025-03-05,615,6.8,Digital Transformation LLC,12712.5,Presencial,Executivo
AI01723,Machine Learning Researcher,186801,USD,EX,FT,Norway,M,Norway,0,"Azure, Data Visualization, TensorFlow",Bachelor,15,Real Estate,2024-02-02,2024-03-21,1231,7.0,AI Innovations,12453.4,Presencial,Executivo
AI01724,AI Software Engineer,133565,USD,EX,FL,India,S,India,100,"Hadoop, PyTorch, Docker",Associate,13,Consulting,2024-11-14,2024-11-29,2124,9.0,Quantum Computing Inc,10274.23076923077,Remoto,Executivo
AI01725,Autonomous Systems Engineer,84479,EUR,MI,CT,France,L,France,0,"Git, Scala, Python, TensorFlow, SQL",Associate,2,Media,2024-03-26,2024-04-16,2167,9.9,DeepTech Ventures,42239.5,Presencial,Pleno
AI01726,Data Analyst,122851,USD,SE,CT,India,L,India,0,"Kubernetes, GCP, NLP, MLOps",PhD,5,Automotive,2024-01-18,2024-03-03,1247,8.5,Cloud AI Solutions,24570.2,Presencial,Sênior
AI01727,Data Engineer,130323,EUR,SE,PT,Netherlands,S,Netherlands,50,"R, Python, PyTorch, AWS, Kubernetes",Master,6,Education,2024-02-06,2024-03-31,2203,10.0,Smart Analytics,21720.5,Híbrido,Sênior
AI01728,Research Scientist,223202,USD,EX,CT,United States,L,India,0,"MLOps, GCP, Kubernetes, Linux, Hadoop",PhD,10,Consulting,2024-01-28,2024-03-29,1193,8.5,Cognitive Computing,22320.2,Presencial,Executivo
AI01729,NLP Engineer,82405,EUR,MI,CT,Germany,M,Germany,0,"Spark, Statistics, Java",Associate,3,Automotive,2024-11-26,2025-01-19,1713,8.8,DeepTech Ventures,27468.333333333332,Presencial,Pleno
AI01730,Machine Learning Engineer,137257,USD,SE,FT,Australia,S,Australia,100,"Statistics, AWS, Mathematics, Azure, TensorFlow",Bachelor,9,Real Estate,2025-03-28,2025-06-07,2392,9.3,Neural Networks Co,15250.777777777777,Remoto,Sênior
AI01731,Machine Learning Engineer,153378,USD,MI,PT,Denmark,L,Denmark,0,"Docker, Mathematics, Deep Learning, Kubernetes, TensorFlow",Associate,4,Manufacturing,2024-06-18,2024-08-16,1437,7.7,DeepTech Ventures,38344.5,Presencial,Pleno
AI01732,AI Research Scientist,180089,USD,EX,CT,Finland,L,China,100,"Data Visualization, SQL, Docker, R, Deep Learning",Master,17,Manufacturing,2025-03-10,2025-04-29,714,5.2,DataVision Ltd,10593.470588235294,Remoto,Executivo
AI01733,Robotics Engineer,193391,USD,EX,PT,Japan,L,Japan,100,"MLOps, GCP, Linux, Java",Master,12,Manufacturing,2024-03-17,2024-05-10,1736,5.1,Neural Networks Co,16115.916666666666,Remoto,Executivo
AI01734,Autonomous Systems Engineer,184262,EUR,EX,FT,France,S,France,0,"SQL, Statistics, R, Linux, Python",PhD,16,Government,2024-09-07,2024-10-04,927,6.0,TechCorp Inc,11516.375,Presencial,Executivo
AI01735,Data Analyst,284013,EUR,EX,FL,Netherlands,L,Netherlands,0,"Python, NLP, Docker, Statistics",Master,15,Government,2024-02-26,2024-04-22,918,5.0,DataVision Ltd,18934.2,Presencial,Executivo
AI01736,AI Consultant,62844,USD,EN,FL,Australia,M,Australia,50,"R, Linux, Docker, Kubernetes",Bachelor,0,Media,2024-09-04,2024-09-27,1570,7.1,Machine Intelligence Group,,Híbrido,Iniciante
AI01737,ML Ops Engineer,86961,USD,EX,FL,Israel,S,Israel,100,"TensorFlow, Linux, Git, Docker, AWS",Bachelor,13,Finance,2024-07-31,2024-10-02,1325,9.8,Algorithmic Solutions,6689.307692307692,Remoto,Executivo
AI01738,AI Software Engineer,101381,EUR,MI,CT,Netherlands,S,Netherlands,0,"Git, R, SQL, Computer Vision",PhD,4,Education,2024-02-19,2024-04-07,2430,5.0,Autonomous Tech,25345.25,Presencial,Pleno
AI01739,Data Scientist,119076,GBP,SE,PT,United Kingdom,M,United Kingdom,100,"R, PyTorch, GCP",Bachelor,7,Government,2024-06-01,2024-07-15,1641,8.2,Algorithmic Solutions,17010.85714285714,Remoto,Sênior
AI01740,ML Ops Engineer,39725,USD,EN,FL,Israel,M,Israel,50,"Python, NLP, Mathematics, Kubernetes",Associate,1,Retail,2025-01-29,2025-04-12,1820,7.8,Machine Intelligence Group,39725.0,Híbrido,Iniciante
AI01741,Data Scientist,111609,USD,SE,FL,China,L,China,100,"Hadoop, Deep Learning, Git, Python, Mathematics",Master,6,Consulting,2025-01-08,2025-02-06,1529,5.9,Neural Networks Co,18601.5,Remoto,Sênior
AI01742,Research Scientist,41596,USD,EN,FT,Austria,M,Austria,50,"Tableau, NLP, PyTorch, Data Visualization",Bachelor,0,Media,2024-08-03,2024-08-28,1060,9.2,AI Innovations,,Híbrido,Iniciante
AI01743,Research Scientist,130148,USD,MI,PT,Switzerland,S,Germany,100,"Linux, Java, GCP, Computer Vision, Tableau",Master,2,Transportation,2024-12-13,2025-01-11,622,7.5,Advanced Robotics,65074.0,Remoto,Pleno
AI01744,AI Consultant,119598,USD,MI,PT,United States,M,Japan,100,"Statistics, Python, Kubernetes, Azure, AWS",Master,4,Technology,2024-07-01,2024-08-12,2316,7.7,Predictive Systems,29899.5,Remoto,Pleno
AI01745,AI Research Scientist,174304,EUR,EX,FT,Germany,S,Germany,100,"Java, Python, SQL, Spark",PhD,16,Energy,2024-10-11,2024-11-19,1774,5.5,Cognitive Computing,10894.0,Remoto,Executivo
AI01746,Data Analyst,273838,USD,EX,PT,Norway,L,Norway,0,"MLOps, Hadoop, Python, AWS, Tableau",Master,13,Automotive,2025-02-27,2025-05-06,760,7.5,Cloud AI Solutions,21064.46153846154,Presencial,Executivo
AI01747,AI Product Manager,200671,USD,SE,PT,Denmark,L,Denmark,100,"Statistics, Git, Scala, Tableau",PhD,6,Consulting,2025-03-27,2025-04-17,1861,7.0,DataVision Ltd,33445.166666666664,Remoto,Sênior
AI01748,Data Scientist,88944,USD,EN,PT,Australia,L,Ireland,100,"Scala, Computer Vision, TensorFlow, Tableau",Associate,1,Finance,2024-05-24,2024-07-30,1630,7.9,Machine Intelligence Group,88944.0,Remoto,Iniciante
AI01749,Autonomous Systems Engineer,105834,USD,MI,PT,Switzerland,M,United States,0,"R, SQL, Kubernetes, Statistics, Mathematics",Bachelor,3,Technology,2024-02-28,2024-03-23,2165,5.3,Cloud AI Solutions,35278.0,Presencial,Pleno
AI01750,ML Ops Engineer,145239,USD,EX,FL,Japan,M,France,100,"Tableau, Statistics, Git, AWS",Bachelor,18,Consulting,2024-11-08,2024-12-13,1722,5.3,Smart Analytics,8068.833333333333,Remoto,Executivo
AI01751,Data Scientist,182542,GBP,SE,FT,United Kingdom,L,China,0,"SQL, AWS, Scala, Deep Learning, TensorFlow",Master,5,Energy,2024-06-12,2024-07-20,2158,8.4,Machine Intelligence Group,36508.4,Presencial,Sênior
AI01752,Computer Vision Engineer,160290,USD,EX,PT,Ireland,S,Ireland,100,"Kubernetes, Azure, SQL, AWS",Associate,16,Healthcare,2024-07-22,2024-09-12,1331,5.2,DataVision Ltd,10018.125,Remoto,Executivo
AI01753,Deep Learning Engineer,99539,USD,SE,PT,India,M,India,50,"Hadoop, Python, Computer Vision, TensorFlow, GCP",Master,9,Technology,2025-02-17,2025-04-10,1390,9.3,Predictive Systems,11059.888888888889,Híbrido,Sênior
AI01754,Autonomous Systems Engineer,161117,EUR,EX,FT,Germany,S,Singapore,0,"TensorFlow, Hadoop, Mathematics, GCP",PhD,11,Transportation,2025-01-07,2025-02-05,901,6.7,Future Systems,14647.0,Presencial,Executivo
AI01755,AI Specialist,209331,USD,EX,FT,United States,L,United States,0,"PyTorch, Deep Learning, Data Visualization, Kubernetes, GCP",Master,18,Telecommunications,2024-12-15,2025-01-31,1762,7.0,TechCorp Inc,11629.5,Presencial,Executivo
AI01756,Machine Learning Researcher,48926,USD,EN,FT,China,S,China,100,"Deep Learning, Python, TensorFlow",Bachelor,0,Finance,2024-04-23,2024-06-15,2419,5.7,Smart Analytics,,Remoto,Iniciante
AI01757,Data Scientist,96757,EUR,SE,FL,Germany,S,Germany,100,"R, PyTorch, Hadoop, Mathematics",PhD,7,Real Estate,2024-03-19,2024-05-13,2136,5.0,Neural Networks Co,13822.42857142857,Remoto,Sênior
AI01758,ML Ops Engineer,36974,USD,EN,FT,South Korea,M,Sweden,100,"SQL, PyTorch, Java, Computer Vision, R",Master,1,Government,2025-01-23,2025-03-22,738,9.8,AI Innovations,36974.0,Remoto,Iniciante
AI01759,Principal Data Scientist,153812,USD,SE,FL,Denmark,L,Germany,100,"Tableau, Python, GCP, Statistics, Deep Learning",PhD,5,Energy,2024-07-13,2024-08-26,1989,5.3,AI Innovations,30762.4,Remoto,Sênior
AI01760,Data Scientist,74063,USD,MI,PT,South Korea,L,South Korea,0,"SQL, Azure, TensorFlow, Git",PhD,4,Healthcare,2024-10-16,2024-12-26,973,8.4,Future Systems,18515.75,Presencial,Pleno
AI01761,AI Specialist,91293,USD,EX,PT,Austria,S,Austria,0,"Git, PyTorch, TensorFlow, NLP",Master,18,Energy,2025-03-13,2025-04-21,2397,6.0,DeepTech Ventures,5071.833333333333,Presencial,Executivo
AI01762,AI Product Manager,51764,USD,EN,CT,South Korea,M,South Korea,0,"Deep Learning, Scala, Azure, TensorFlow, Python",Associate,0,Education,2024-04-09,2024-05-01,1187,7.4,Digital Transformation LLC,,Presencial,Iniciante
AI01763,AI Consultant,97638,USD,MI,FL,Canada,L,Canada,100,"Hadoop, Docker, Scala, Mathematics, Statistics",Associate,2,Finance,2025-04-29,2025-05-30,1196,5.2,Future Systems,48819.0,Remoto,Pleno
AI01764,ML Ops Engineer,107417,USD,MI,CT,Sweden,L,Norway,100,"GCP, Python, NLP",Associate,4,Education,2024-08-08,2024-10-03,1660,7.8,DeepTech Ventures,26854.25,Remoto,Pleno
AI01765,ML Ops Engineer,129743,USD,EN,FL,Switzerland,L,Switzerland,100,"NLP, Linux, Tableau",Master,1,Manufacturing,2025-01-22,2025-03-22,1488,7.6,DataVision Ltd,129743.0,Remoto,Iniciante
AI01766,Data Analyst,102189,USD,SE,FT,Israel,L,Israel,100,"PyTorch, Deep Learning, TensorFlow, MLOps, Kubernetes",Master,9,Telecommunications,2024-11-25,2024-12-11,1634,9.8,Smart Analytics,11354.333333333334,Remoto,Sênior
AI01767,Data Engineer,96291,GBP,MI,CT,United Kingdom,S,Denmark,0,"TensorFlow, Linux, Python",Associate,3,Automotive,2024-05-06,2024-05-25,2453,8.9,Machine Intelligence Group,32097.0,Presencial,Pleno
AI01768,ML Ops Engineer,43233,USD,EN,CT,Israel,S,Israel,100,"Python, Tableau, Azure",Associate,0,Energy,2024-10-13,2024-12-15,1055,9.4,Predictive Systems,,Remoto,Iniciante
AI01769,Robotics Engineer,55317,USD,MI,FL,Ireland,S,Ireland,50,"Data Visualization, NLP, Java, Python, Scala",Master,4,Technology,2024-10-11,2024-12-10,2367,9.1,Algorithmic Solutions,13829.25,Híbrido,Pleno
AI01770,Machine Learning Researcher,59459,USD,EN,PT,Australia,L,Australia,50,"Java, R, Deep Learning",Associate,0,Automotive,2024-09-22,2024-11-09,1539,6.8,Smart Analytics,,Híbrido,Iniciante
AI01771,AI Architect,136980,USD,EX,CT,Finland,S,Finland,0,"Python, Kubernetes, Mathematics, Tableau",Bachelor,11,Retail,2024-10-26,2025-01-01,633,6.0,Machine Intelligence Group,12452.727272727272,Presencial,Executivo
AI01772,Machine Learning Engineer,40975,USD,EN,FL,Japan,S,Japan,50,"Linux, NLP, SQL, R, Scala",PhD,1,Healthcare,2024-06-06,2024-08-08,759,9.3,Digital Transformation LLC,40975.0,Híbrido,Iniciante
AI01773,AI Specialist,285999,EUR,EX,FL,Germany,L,Norway,100,"Deep Learning, Mathematics, Python",PhD,10,Real Estate,2025-04-15,2025-05-22,1979,9.0,Quantum Computing Inc,28599.9,Remoto,Executivo
AI01774,AI Specialist,175470,EUR,EX,FT,Netherlands,M,Norway,50,"Mathematics, Spark, SQL",Bachelor,19,Transportation,2024-09-17,2024-11-28,1769,6.4,Machine Intelligence Group,9235.263157894737,Híbrido,Executivo
AI01775,Data Scientist,125319,USD,SE,CT,Denmark,S,Germany,50,"R, Spark, Statistics",PhD,7,Consulting,2025-03-04,2025-03-27,1202,5.6,Smart Analytics,17902.714285714286,Híbrido,Sênior
AI01776,AI Architect,68912,USD,SE,PT,China,S,China,0,"GCP, Linux, Data Visualization",Associate,5,Telecommunications,2025-01-07,2025-02-15,2181,8.8,Future Systems,13782.4,Presencial,Sênior
AI01777,Machine Learning Researcher,41569,USD,EN,CT,Japan,S,Japan,0,"Kubernetes, AWS, Computer Vision, Deep Learning, Docker",Master,1,Healthcare,2024-05-24,2024-07-16,521,5.5,Advanced Robotics,41569.0,Presencial,Iniciante
AI01778,Principal Data Scientist,69873,USD,MI,PT,Finland,M,Finland,0,"Python, AWS, MLOps, Docker, Mathematics",PhD,4,Finance,2024-05-23,2024-08-04,1003,5.6,Autonomous Tech,17468.25,Presencial,Pleno
AI01779,Principal Data Scientist,190178,USD,EX,FT,Norway,S,Norway,50,"Kubernetes, Python, Data Visualization, Deep Learning, TensorFlow",Associate,17,Technology,2024-07-14,2024-08-03,787,9.5,Neural Networks Co,11186.941176470587,Híbrido,Executivo
AI01780,Research Scientist,70984,USD,MI,CT,Japan,L,Japan,50,"Java, Computer Vision, Deep Learning, Scala",PhD,3,Telecommunications,2024-03-21,2024-04-08,2015,8.4,Smart Analytics,23661.333333333332,Híbrido,Pleno
AI01781,ML Ops Engineer,88987,USD,SE,PT,Finland,L,Finland,100,"Git, R, Hadoop",PhD,9,Technology,2024-10-05,2024-11-21,863,8.9,Neural Networks Co,9887.444444444445,Remoto,Sênior
AI01782,AI Research Scientist,121632,USD,SE,PT,Singapore,S,Singapore,100,"PyTorch, Spark, Kubernetes, Computer Vision",Bachelor,8,Finance,2024-10-23,2024-11-30,569,9.1,Digital Transformation LLC,15204.0,Remoto,Sênior
AI01783,Deep Learning Engineer,48788,USD,EN,PT,Canada,S,Canada,100,"Git, SQL, Data Visualization",PhD,1,Automotive,2025-04-03,2025-06-15,1277,6.4,Future Systems,48788.0,Remoto,Iniciante
AI01784,AI Product Manager,75031,USD,SE,PT,China,S,China,100,"Hadoop, Python, Computer Vision, NLP",Master,5,Transportation,2024-08-29,2024-10-09,1673,8.6,Digital Transformation LLC,15006.2,Remoto,Sênior
AI01785,NLP Engineer,109340,USD,MI,FT,United States,M,United States,0,"Data Visualization, PyTorch, Mathematics, Computer Vision",PhD,2,Energy,2024-01-30,2024-03-08,1769,7.2,TechCorp Inc,54670.0,Presencial,Pleno
AI01786,Data Scientist,94406,USD,MI,FL,Switzerland,S,Switzerland,0,"Scala, Python, GCP, Docker",Associate,3,Energy,2024-09-23,2024-11-20,864,8.7,Future Systems,31468.666666666668,Presencial,Pleno
AI01787,Machine Learning Engineer,125758,USD,MI,CT,United States,L,United States,100,"AWS, Java, MLOps",Bachelor,4,Retail,2024-10-14,2024-11-03,1759,9.9,Advanced Robotics,31439.5,Remoto,Pleno
